date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-03-22,RS,Santa Maria,city,1,0,False,282123,4316907,0.35446,
2020-03-22,RS,Sant'Ana do Livramento,city,2,0,False,77027,4317103,2.59649,
2020-03-22,RS,Santo Antônio da Patrulha,city,1,0,False,42894,4317608,2.33133,
2020-03-22,RS,São Leopoldo,city,1,0,False,236835,4318705,0.42223,
2020-03-22,RS,Sapiranga,city,2,0,False,81734,4319901,2.44696,
2020-03-22,RS,Serafina Corrêa,city,1,0,False,17502,4320404,5.71363,
2020-03-22,RS,Taquara,city,2,0,False,57466,4321204,3.48032,
2020-03-22,RS,Torres,city,1,0,False,38732,4321501,2.58184,
2020-03-22,RS,,state,77,0,False,11377239,43,0.67679,
2020-03-22,SC,Balneário Camboriú,city,6,0,False,142295,4202008,4.21659,
2020-03-22,SC,Blumenau,city,6,0,False,357199,4202404,1.67974,
2020-03-22,SC,Braço do Norte,city,7,0,False,33450,4202800,20.92676,
2020-03-22,SC,Chapecó,city,2,0,False,220367,4204202,0.90758,
2020-03-22,SC,Criciúma,city,7,0,False,215186,4204608,3.253,
2020-03-22,SC,Florianópolis,city,10,0,False,500973,4205407,1.99612,
2020-03-22,SC,Gravatal,city,1,0,False,11501,4206207,8.6949,
2020-03-22,SC,Imbituba,city,2,0,False,44853,4207304,4.45901,
2020-03-22,SC,Itajaí,city,7,0,False,219536,4208203,3.18854,
2020-03-22,SC,Jaguaruna,city,1,0,False,20024,4208807,4.99401,
2020-03-22,SC,Jaraguá do Sul,city,1,0,False,177697,4208906,0.56276,
2020-03-22,SC,Joinville,city,4,0,False,590466,4209102,0.67743,
2020-03-22,SC,Lages,city,1,0,False,157544,4209300,0.63474,
2020-03-22,SC,Navegantes,city,1,0,False,81475,4211306,1.22737,
2020-03-22,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-03-22,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-03-22,SC,São José,city,3,0,False,246586,4216602,1.21661,
2020-03-22,SC,Tubarão,city,6,0,False,105686,4218707,5.67719,
2020-03-22,SC,,state,68,0,False,7164788,42,0.94909,
2020-03-22,SP,Barueri,city,1,0,False,274182,3505708,0.36472,
2020-03-22,SP,Campinas,city,1,0,False,1204073,3509502,0.08305,
2020-03-22,SP,Carapicuíba,city,2,0,False,400927,3510609,0.49884,
2020-03-22,SP,Cotia,city,2,0,False,249210,3513009,0.80254,
2020-03-22,SP,Ferraz de Vasconcelos,city,1,0,False,194276,3515707,0.51473,
2020-03-22,SP,Guarulhos,city,1,0,False,1379182,3518800,0.07251,
2020-03-22,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-03-22,SP,Importados,city,8,0,False,,,,
2020-03-22,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-03-22,SP,Mauá,city,1,0,False,472912,3529401,0.21146,
2020-03-22,SP,Mogi das Cruzes,city,1,0,False,445842,3530607,0.22429,
2020-03-22,SP,Osasco,city,1,0,False,698418,3534401,0.14318,
2020-03-22,SP,Santana de Parnaíba,city,2,0,False,139447,3547304,1.43424,
2020-03-22,SP,Santo André,city,3,0,False,718773,3547809,0.41738,
2020-03-22,SP,São Bernardo do Campo,city,4,0,False,838936,3548708,0.47679,
2020-03-22,SP,São Caetano do Sul,city,4,0,False,161127,3548807,2.48251,
2020-03-22,SP,São José do Rio Preto,city,1,0,False,460671,3549805,0.21707,
2020-03-22,SP,São José dos Campos,city,1,0,False,721944,3549904,0.13851,
2020-03-22,SP,São Paulo,city,306,22,False,12252023,3550308,2.49755,0.0719
2020-03-22,SP,Suzano,city,1,0,False,297637,3552502,0.33598,
2020-03-22,SP,Taubaté,city,1,0,False,314924,3554102,0.31754,
2020-03-22,SP,,state,631,22,False,45919049,35,1.37416,0.0349
2020-03-22,TO,Palmas,city,5,0,False,299127,1721000,1.67153,
2020-03-22,TO,,state,5,0,False,1572866,17,0.31789,
2020-03-21,AC,Rio Branco,city,11,0,False,407319,1200401,2.70059,
2020-03-21,AC,,state,11,0,False,881935,12,1.24726,
2020-03-21,AL,Maceió,city,7,0,False,1018948,2704302,0.68698,
2020-03-21,AL,,state,7,0,False,3337357,27,0.20975,
2020-03-21,AM,Manaus,city,11,0,False,2182763,1302603,0.50395,
2020-03-21,AM,,state,11,0,False,4144597,13,0.26541,
2020-03-21,AP,Macapá,city,1,0,False,503327,1600303,0.19868,
2020-03-21,AP,,state,1,0,False,845731,16,0.11824,
2020-03-21,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-21,BA,Feira de Santana,city,6,0,False,614872,2910800,0.97581,
2020-03-21,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-21,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-21,BA,Porto Seguro,city,5,0,False,148686,2925303,3.36279,
2020-03-21,BA,Prado,city,2,0,False,28174,2925501,7.09874,
2020-03-21,BA,Salvador,city,23,0,False,2872347,2927408,0.80074,
2020-03-21,BA,,state,41,0,False,14873064,29,0.27567,
2020-03-21,CE,Aquiraz,city,4,0,False,80271,2301000,4.98312,
2020-03-21,CE,Fortaleza,city,76,0,False,2669342,2304400,2.84714,
2020-03-21,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-21,CE,Importados,city,1,0,False,,,,
2020-03-21,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-21,CE,Sobral,city,1,0,False,208935,2312908,0.47862,
2020-03-21,CE,,state,84,0,False,9132078,23,0.91983,
2020-03-21,DF,Brasília,city,108,0,False,3015268,5300108,3.58177,
2020-03-21,DF,,state,108,0,False,3015268,53,3.58177,
2020-03-21,ES,Cachoeiro de Itapemirim,city,1,0,False,208972,3201209,0.47853,
2020-03-21,ES,Cariacica,city,1,0,False,381285,3201308,0.26227,
2020-03-21,ES,Linhares,city,2,0,False,173555,3203205,1.15237,
2020-03-21,ES,Vila Velha,city,11,0,False,493838,3205200,2.22745,
2020-03-21,ES,Vitória,city,11,0,False,362097,3205309,3.03786,
2020-03-21,ES,,state,26,0,False,4018650,32,0.64698,
2020-03-21,GO,,state,19,0,False,7018354,52,0.27072,
2020-03-21,MA,São Luís,city,2,0,False,1101884,2111300,0.18151,
2020-03-21,MA,,state,2,0,False,7075181,21,0.02827,
2020-03-21,MG,Belo Horizonte,city,30,0,False,2512070,3106200,1.19423,
2020-03-21,MG,Coronel Fabriciano,city,2,0,False,109855,3119401,1.82058,
2020-03-21,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-21,MG,Importados,city,2,0,False,,,,
2020-03-21,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-21,MG,Juiz de Fora,city,4,0,False,568873,3136702,0.70314,
2020-03-21,MG,Mariana,city,1,0,False,60724,3140001,1.6468,
2020-03-21,MG,Nova Lima,city,4,0,False,94889,3144805,4.21545,
2020-03-21,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-21,MG,Poços de Caldas,city,1,0,False,167397,3151800,0.59738,
2020-03-21,MG,São João del Rei,city,1,0,True,90082,3162500,1.1101,
2020-03-21,MG,Sete Lagoas,city,1,0,False,239639,3167202,0.41729,
2020-03-21,MG,Uberaba,city,3,0,False,333783,3170107,0.89879,
2020-03-21,MG,Uberlândia,city,3,0,False,691305,3170206,0.43396,
2020-03-21,MG,,state,55,0,False,21168791,31,0.25982,
2020-03-21,MS,Campo Grande,city,14,0,False,895982,5002704,1.56253,
2020-03-21,MS,Ponta Porã,city,1,0,False,92526,5006606,1.08078,
2020-03-21,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-03-21,MS,,state,16,0,False,2778986,50,0.57575,
2020-03-21,PA,,state,2,0,False,8602865,15,0.02325,
2020-03-21,PB,João Pessoa,city,1,0,False,809015,2507507,0.12361,
2020-03-21,PB,,state,1,0,False,4018127,25,0.02489,
2020-03-21,PE,Belo Jardim,city,1,0,False,76439,2601706,1.30823,
2020-03-21,PE,Importados,city,4,0,False,,,,
2020-03-21,PE,Jaboatão dos Guararapes,city,3,0,False,702298,2607901,0.42717,
2020-03-21,PE,Recife,city,25,0,False,1645727,2611606,1.51909,
2020-03-21,PE,,state,33,0,False,9557071,26,0.34529,
2020-03-21,PI,Teresina,city,4,0,False,864845,2211001,0.46251,
2020-03-21,PI,,state,4,0,False,3273227,22,0.1222,
2020-03-21,PR,Campo Largo,city,1,0,False,132002,4104204,0.75756,
2020-03-21,PR,Cianorte,city,2,0,False,82620,4105508,2.42072,
2020-03-21,PR,Curitiba,city,31,0,False,1933105,4106902,1.60364,
2020-03-21,PR,Foz do Iguaçu,city,1,0,False,258532,4108304,0.3868,
2020-03-21,PR,Guaíra,city,1,0,False,33119,4108809,3.01941,
2020-03-21,PR,Londrina,city,3,0,False,569733,4113700,0.52656,
2020-03-21,PR,Maringá,city,1,0,False,423666,4115200,0.23603,
2020-03-21,PR,Pato Branco,city,1,0,False,82881,4118501,1.20655,
2020-03-21,PR,Ponta Grossa,city,1,0,False,351736,4119905,0.2843,
2020-03-21,PR,Umuarama,city,1,0,True,111557,4128104,0.8964,
2020-03-21,PR,,state,43,0,False,11433957,41,0.37607,
2020-03-21,RJ,Barra Mansa,city,1,0,False,184412,3300407,0.54226,
2020-03-21,RJ,Guapimirim,city,1,0,False,60517,3301850,1.65243,
2020-03-21,RJ,Importados,city,4,0,False,,,,
2020-03-21,RJ,Miguel Pereira,city,1,1,False,25538,3302908,3.91573,1.0
2020-03-21,RJ,Niterói,city,10,1,False,513584,3303302,1.9471,0.1
2020-03-21,RJ,Petrópolis,city,3,1,False,306191,3303906,0.97978,0.3333
2020-03-21,RJ,Rio de Janeiro,city,99,0,False,6718903,3304557,1.47345,
2020-03-21,RJ,,state,119,3,False,17264943,33,0.68926,0.0252
2020-03-21,RN,Mossoró,city,1,0,False,297378,2408003,0.33627,
2020-03-21,RN,Natal,city,6,0,False,884122,2408102,0.67864,
2020-03-21,RN,Parnamirim,city,2,0,False,261469,2403251,0.76491,
2020-03-21,RN,,state,9,0,False,3506853,24,0.25664,
2020-03-21,RO,Ji-Paraná,city,1,0,False,128969,1100122,0.77538,
2020-03-21,RO,Porto Velho,city,2,0,False,529544,1100205,0.37768,
2020-03-21,RO,,state,3,0,False,1777225,11,0.1688,
2020-03-21,RR,Boa Vista,city,2,0,False,399213,1400100,0.50099,
2020-03-21,RR,,state,2,0,False,605761,14,0.33016,
2020-03-21,RS,Alvorada,city,2,0,False,210305,4300604,0.951,
2020-03-21,RS,Bagé,city,3,0,False,121143,4301602,2.47641,
2020-03-21,RS,Bento Gonçalves,city,2,0,False,120454,4302105,1.66038,
2020-03-21,RS,Campo Bom,city,2,0,False,66712,4303905,2.99796,
2020-03-21,RS,Canoas,city,2,0,False,346616,4304606,0.57701,
2020-03-21,RS,Carlos Barbosa,city,1,0,False,29833,4304804,3.35199,
2020-03-21,RS,Caxias do Sul,city,2,0,False,510906,4305108,0.39146,
2020-03-21,RS,Charqueadas,city,1,0,False,40789,4305355,2.45164,
2020-03-21,RS,Dois Irmãos,city,1,0,False,32671,4306403,3.06082,
2020-03-21,RS,Eldorado do Sul,city,1,0,False,41285,4306767,2.42219,
2020-03-21,RS,Erechim,city,3,0,False,105862,4307005,2.83388,
2020-03-21,RS,Estrela,city,1,0,False,34116,4307807,2.93118,
2020-03-21,RS,Farroupilha,city,1,0,False,72331,4307906,1.38253,
2020-03-21,RS,Ivoti,city,2,0,False,24293,4310801,8.23282,
2020-03-21,RS,Lajeado,city,1,0,False,84014,4311403,1.19028,
2020-03-21,RS,Porto Alegre,city,35,0,False,1483771,4314902,2.35885,
2020-03-21,RS,Sant'Ana do Livramento,city,2,0,False,77027,4317103,2.59649,
2020-03-21,RS,São Leopoldo,city,1,0,False,236835,4318705,0.42223,
2020-03-21,RS,Sapiranga,city,2,0,False,81734,4319901,2.44696,
2020-03-21,RS,Serafina Corrêa,city,1,0,False,17502,4320404,5.71363,
2020-03-21,RS,Taquara,city,2,0,False,57466,4321204,3.48032,
2020-03-21,RS,Torres,city,1,0,False,38732,4321501,2.58184,
2020-03-21,RS,,state,69,0,False,11377239,43,0.60647,
2020-03-21,SC,Balneário Camboriú,city,6,0,False,142295,4202008,4.21659,
2020-03-21,SC,Braço do Norte,city,6,0,False,33450,4202800,17.93722,
2020-03-21,SC,Chapecó,city,2,0,False,220367,4204202,0.90758,
2020-03-21,SC,Criciúma,city,6,0,False,215186,4204608,2.78829,
2020-03-21,SC,Florianópolis,city,10,0,False,500973,4205407,1.99612,
2020-03-21,SC,Gravatal,city,1,0,False,11501,4206207,8.6949,
2020-03-21,SC,Imbituba,city,2,0,False,44853,4207304,4.45901,
2020-03-21,SC,Itajaí,city,6,0,False,219536,4208203,2.73304,
2020-03-21,SC,Jaguaruna,city,1,0,False,20024,4208807,4.99401,
2020-03-21,SC,Jaraguá do Sul,city,1,0,False,177697,4208906,0.56276,
2020-03-21,SC,Joinville,city,4,0,False,590466,4209102,0.67743,
2020-03-21,SC,Navegantes,city,1,0,False,81475,4211306,1.22737,
2020-03-21,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-03-21,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-03-21,SC,São José,city,2,0,False,246586,4216602,0.81108,
2020-03-21,SC,Tubarão,city,6,0,False,105686,4218707,5.67719,
2020-03-21,SC,,state,57,0,False,7164788,42,0.79556,
2020-03-21,SE,Aracaju,city,7,0,False,657013,2800308,1.06543,
2020-03-21,SE,Nossa Senhora da Glória,city,1,0,False,36924,2804508,2.70827,
2020-03-21,SE,,state,10,0,False,2298696,28,0.43503,
2020-03-21,SP,Barueri,city,1,0,False,274182,3505708,0.36472,
2020-03-21,SP,Campinas,city,1,0,False,1204073,3509502,0.08305,
2020-03-21,SP,Carapicuíba,city,2,0,False,400927,3510609,0.49884,
2020-03-21,SP,Cotia,city,2,0,False,249210,3513009,0.80254,
2020-03-21,SP,Ferraz de Vasconcelos,city,1,0,False,194276,3515707,0.51473,
2020-03-21,SP,Guarulhos,city,1,0,False,1379182,3518800,0.07251,
2020-03-21,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-03-21,SP,Importados,city,8,0,False,,,,
2020-03-21,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-03-21,SP,Mauá,city,1,0,False,472912,3529401,0.21146,
2020-03-21,SP,Mogi das Cruzes,city,1,0,False,445842,3530607,0.22429,
2020-03-21,SP,Osasco,city,1,0,False,698418,3534401,0.14318,
2020-03-21,SP,Santana de Parnaíba,city,2,0,False,139447,3547304,1.43424,
2020-03-21,SP,Santo André,city,3,0,False,718773,3547809,0.41738,
2020-03-21,SP,São Bernardo do Campo,city,4,0,False,838936,3548708,0.47679,
2020-03-21,SP,São Caetano do Sul,city,4,0,False,161127,3548807,2.48251,
2020-03-21,SP,São José do Rio Preto,city,1,0,False,460671,3549805,0.21707,
2020-03-21,SP,São José dos Campos,city,1,0,False,721944,3549904,0.13851,
2020-03-21,SP,São Paulo,city,306,15,False,12252023,3550308,2.49755,0.049
2020-03-21,SP,Suzano,city,1,0,False,297637,3552502,0.33598,
2020-03-21,SP,Taubaté,city,1,0,False,314924,3554102,0.31754,
2020-03-21,SP,,state,396,15,False,45919049,35,0.86239,0.0379
2020-03-21,TO,Palmas,city,2,0,False,299127,1721000,0.66861,
2020-03-21,TO,,state,2,0,False,1572866,17,0.12716,
2020-03-20,AC,Rio Branco,city,7,0,False,407319,1200401,1.71855,
2020-03-20,AC,,state,7,0,False,881935,12,0.79371,
2020-03-20,AL,Maceió,city,6,0,False,1018948,2704302,0.58884,
2020-03-20,AL,,state,6,0,False,3337357,27,0.17978,
2020-03-20,AM,Manaus,city,7,0,False,2182763,1302603,0.32069,
2020-03-20,AM,,state,7,0,False,4144597,13,0.16889,
2020-03-20,AP,Macapá,city,1,0,False,503327,1600303,0.19868,
2020-03-20,AP,,state,1,0,False,845731,16,0.11824,
2020-03-20,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-20,BA,Feira de Santana,city,6,0,False,614872,2910800,0.97581,
2020-03-20,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-20,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-20,BA,Porto Seguro,city,4,0,False,148686,2925303,2.69023,
2020-03-20,BA,Prado,city,1,0,False,28174,2925501,3.54937,
2020-03-20,BA,Salvador,city,18,0,False,2872347,2927408,0.62667,
2020-03-20,BA,,state,34,0,False,14873064,29,0.2286,
2020-03-20,CE,Aquiraz,city,1,0,False,80271,2301000,1.24578,
2020-03-20,CE,Fortaleza,city,63,0,False,2669342,2304400,2.36013,
2020-03-20,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-20,CE,Importados,city,1,0,False,,,,
2020-03-20,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-20,CE,Sobral,city,1,0,False,208935,2312908,0.47862,
2020-03-20,CE,,state,68,0,False,9132078,23,0.74463,
2020-03-20,DF,Brasília,city,87,0,False,3015268,5300108,2.88532,
2020-03-20,DF,,state,87,0,False,3015268,53,2.88532,
2020-03-20,ES,Cachoeiro de Itapemirim,city,1,0,False,208972,3201209,0.47853,
2020-03-20,ES,Cariacica,city,1,0,False,381285,3201308,0.26227,
2020-03-20,ES,Linhares,city,1,0,False,173555,3203205,0.57619,
2020-03-20,ES,Vila Velha,city,7,0,False,493838,3205200,1.41747,
2020-03-20,ES,Vitória,city,6,0,False,362097,3205309,1.65701,
2020-03-20,ES,,state,16,0,False,4018650,32,0.39814,
2020-03-20,GO,Anápolis,city,2,0,False,386923,5201108,0.5169,
2020-03-20,GO,Aparecida de Goiânia,city,2,0,False,578179,5201405,0.34591,
2020-03-20,GO,Goiânia,city,9,0,False,1516113,5208707,0.59362,
2020-03-20,GO,Importados,city,1,0,True,,,,
2020-03-20,GO,Jataí,city,1,0,False,100882,5211909,0.99126,
2020-03-20,GO,Rio Verde,city,3,0,False,235647,5218805,1.27309,
2020-03-20,GO,,state,18,0,False,7018354,52,0.25647,
2020-03-20,MA,São Luís,city,1,0,False,1101884,2111300,0.09075,
2020-03-20,MA,,state,1,0,False,7075181,21,0.01413,
2020-03-20,MG,Belo Horizonte,city,20,0,False,2512070,3106200,0.79616,
2020-03-20,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-03-20,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-20,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-20,MG,Juiz de Fora,city,5,0,False,568873,3136702,0.87893,
2020-03-20,MG,Mariana,city,1,0,False,60724,3140001,1.6468,
2020-03-20,MG,Nova Lima,city,4,0,False,94889,3144805,4.21545,
2020-03-20,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-20,MG,Poços de Caldas,city,1,0,False,167397,3151800,0.59738,
2020-03-20,MG,Sete Lagoas,city,1,0,False,239639,3167202,0.41729,
2020-03-20,MG,Uberaba,city,1,0,False,333783,3170107,0.2996,
2020-03-20,MG,Uberlândia,city,1,0,False,691305,3170206,0.14465,
2020-03-20,MG,,state,38,0,False,21168791,31,0.17951,
2020-03-20,MS,Campo Grande,city,11,0,False,895982,5002704,1.2277,
2020-03-20,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-03-20,MS,,state,12,0,False,2778986,50,0.43181,
2020-03-20,MT,Cuiabá,city,1,0,False,612547,5103403,0.16325,
2020-03-20,MT,,state,1,0,False,3484466,51,0.0287,
2020-03-20,PB,João Pessoa,city,1,0,False,809015,2507507,0.12361,
2020-03-20,PB,,state,1,0,False,4018127,25,0.02489,
2020-03-20,PE,,state,31,0,False,9557071,26,0.32437,
2020-03-20,PI,Teresina,city,4,0,False,864845,2211001,0.46251,
2020-03-20,PI,,state,4,0,False,3273227,22,0.1222,
2020-03-20,PR,Campo Largo,city,1,0,False,132002,4104204,0.75756,
2020-03-20,PR,Cianorte,city,2,0,False,82620,4105508,2.42072,
2020-03-20,PR,Curitiba,city,27,0,False,1933105,4106902,1.39672,
2020-03-20,PR,Foz do Iguaçu,city,1,0,False,258532,4108304,0.3868,
2020-03-20,PR,Guaíra,city,1,0,False,33119,4108809,3.01941,
2020-03-20,PR,Londrina,city,3,0,False,569733,4113700,0.52656,
2020-03-20,PR,Maringá,city,1,0,False,423666,4115200,0.23603,
2020-03-20,PR,,state,36,0,False,11433957,41,0.31485,
2020-03-20,RN,Natal,city,5,0,False,884122,2408102,0.56553,
2020-03-20,RN,Parnamirim,city,1,0,False,261469,2403251,0.38245,
2020-03-20,RN,,state,6,0,False,3506853,24,0.17109,
2020-03-20,RO,Ji-Paraná,city,1,0,False,128969,1100122,0.77538,
2020-03-20,RO,,state,1,0,False,1777225,11,0.05627,
2020-03-20,RS,Alvorada,city,1,0,False,210305,4300604,0.4755,
2020-03-20,RS,Bagé,city,2,0,False,121143,4301602,1.65094,
2020-03-20,RS,Campo Bom,city,2,0,False,66712,4303905,2.99796,
2020-03-20,RS,Caxias do Sul,city,2,0,False,510906,4305108,0.39146,
2020-03-20,RS,Erechim,city,3,0,False,105862,4307005,2.83388,
2020-03-20,RS,Farroupilha,city,1,0,False,72331,4307906,1.38253,
2020-03-20,RS,Ivoti,city,2,0,False,24293,4310801,8.23282,
2020-03-20,RS,Porto Alegre,city,25,0,False,1483771,4314902,1.6849,
2020-03-20,RS,Sant'Ana do Livramento,city,2,0,False,77027,4317103,2.59649,
2020-03-20,RS,Sapiranga,city,2,0,False,81734,4319901,2.44696,
2020-03-20,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-03-20,RS,,state,43,0,False,11377239,43,0.37795,
2020-03-20,SC,Balneário Camboriú,city,4,0,False,142295,4202008,2.81106,
2020-03-20,SC,Braço do Norte,city,4,0,False,33450,4202800,11.95815,
2020-03-20,SC,Chapecó,city,1,0,False,220367,4204202,0.45379,
2020-03-20,SC,Criciúma,city,3,0,False,215186,4204608,1.39414,
2020-03-20,SC,Florianópolis,city,10,0,False,500973,4205407,1.99612,
2020-03-20,SC,Imbituba,city,2,0,False,44853,4207304,4.45901,
2020-03-20,SC,Jaraguá do Sul,city,1,0,False,177697,4208906,0.56276,
2020-03-20,SC,Joinville,city,3,0,False,590466,4209102,0.50807,
2020-03-20,SC,Navegantes,city,1,0,False,81475,4211306,1.22737,
2020-03-20,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-03-20,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-03-20,SC,São José,city,1,0,False,246586,4216602,0.40554,
2020-03-20,SC,Tubarão,city,6,0,False,105686,4218707,5.67719,
2020-03-20,SC,,state,40,0,False,7164788,42,0.55829,
2020-03-20,SE,Aracaju,city,5,0,False,657013,2800308,0.76102,
2020-03-20,SE,Propriá,city,2,0,False,29626,2805703,6.75083,
2020-03-20,SE,,state,7,0,False,2298696,28,0.30452,
2020-03-20,SP,Barueri,city,1,0,False,274182,3505708,0.36472,
2020-03-20,SP,Campinas,city,1,0,False,1204073,3509502,0.08305,
2020-03-20,SP,Carapicuíba,city,2,0,False,400927,3510609,0.49884,
2020-03-20,SP,Cotia,city,2,0,False,249210,3513009,0.80254,
2020-03-20,SP,Ferraz de Vasconcelos,city,1,0,False,194276,3515707,0.51473,
2020-03-20,SP,Guarulhos,city,1,0,False,1379182,3518800,0.07251,
2020-03-20,SP,Hortolândia,city,1,0,False,230851,3519071,0.43318,
2020-03-20,SP,Importados,city,8,0,False,,,,
2020-03-20,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-03-20,SP,Mauá,city,1,0,False,472912,3529401,0.21146,
2020-03-20,SP,Mogi das Cruzes,city,1,0,False,445842,3530607,0.22429,
2020-03-20,SP,Osasco,city,1,0,False,698418,3534401,0.14318,
2020-03-20,SP,Santana de Parnaíba,city,2,0,False,139447,3547304,1.43424,
2020-03-20,SP,Santo André,city,3,0,False,718773,3547809,0.41738,
2020-03-20,SP,São Bernardo do Campo,city,4,0,False,838936,3548708,0.47679,
2020-03-20,SP,São Caetano do Sul,city,4,0,False,161127,3548807,2.48251,
2020-03-20,SP,São José do Rio Preto,city,1,0,False,460671,3549805,0.21707,
2020-03-20,SP,São José dos Campos,city,1,0,False,721944,3549904,0.13851,
2020-03-20,SP,São Paulo,city,306,9,False,12252023,3550308,2.49755,0.0294
2020-03-20,SP,Suzano,city,1,0,False,297637,3552502,0.33598,
2020-03-20,SP,Taubaté,city,1,0,False,314924,3554102,0.31754,
2020-03-20,SP,,state,396,9,False,45919049,35,0.86239,0.0227
2020-03-20,TO,Palmas,city,1,0,False,299127,1721000,0.33431,
2020-03-20,TO,,state,1,0,False,1572866,17,0.06358,
2020-03-19,AC,Rio Branco,city,4,0,False,407319,1200401,0.98203,
2020-03-19,AC,,state,4,0,False,881935,12,0.45355,
2020-03-19,AL,Maceió,city,4,0,False,1018948,2704302,0.39256,
2020-03-19,AL,,state,4,0,False,3337357,27,0.11986,
2020-03-19,AM,Manaus,city,3,0,False,2182763,1302603,0.13744,
2020-03-19,AM,,state,3,0,False,4144597,13,0.07238,
2020-03-19,BA,Feira de Santana,city,5,0,False,614872,2910800,0.81318,
2020-03-19,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-19,BA,Lauro de Freitas,city,2,0,False,198440,2919207,1.00786,
2020-03-19,BA,Porto Seguro,city,4,0,False,148686,2925303,2.69023,
2020-03-19,BA,Prado,city,1,0,False,28174,2925501,3.54937,
2020-03-19,BA,Salvador,city,18,0,False,2872347,2927408,0.62667,
2020-03-19,BA,,state,31,0,False,14873064,29,0.20843,
2020-03-19,CE,Importados,city,1,0,False,,,,
2020-03-19,CE,,state,24,0,False,9132078,23,0.26281,
2020-03-19,DF,Brasília,city,42,0,False,3015268,5300108,1.39291,
2020-03-19,DF,,state,42,0,False,3015268,53,1.39291,
2020-03-19,ES,Linhares,city,1,0,False,173555,3203205,0.57619,
2020-03-19,ES,Vila Velha,city,7,0,False,493838,3205200,1.41747,
2020-03-19,ES,Vitória,city,5,0,False,362097,3205309,1.38085,
2020-03-19,ES,,state,13,0,False,4018650,32,0.32349,
2020-03-19,GO,Anápolis,city,2,0,False,386923,5201108,0.5169,
2020-03-19,GO,Aparecida de Goiânia,city,1,0,False,578179,5201405,0.17296,
2020-03-19,GO,Goiânia,city,7,0,False,1516113,5208707,0.46171,
2020-03-19,GO,Importados,city,1,0,False,,,,
2020-03-19,GO,Jataí,city,1,0,False,100882,5211909,0.99126,
2020-03-19,GO,Rio Verde,city,3,0,False,235647,5218805,1.27309,
2020-03-19,GO,,state,15,0,False,7018354,52,0.21373,
2020-03-19,MG,Belo Horizonte,city,18,0,False,2512070,3106200,0.71654,
2020-03-19,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-03-19,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-19,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-19,MG,Juiz de Fora,city,2,0,False,568873,3136702,0.35157,
2020-03-19,MG,Nova Lima,city,2,0,False,94889,3144805,2.10773,
2020-03-19,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-19,MG,Sete Lagoas,city,1,0,False,239639,3167202,0.41729,
2020-03-19,MG,Uberlândia,city,2,0,False,691305,3170206,0.28931,
2020-03-19,MG,,state,29,0,False,21168791,31,0.13699,
2020-03-19,MS,Campo Grande,city,8,0,False,895982,5002704,0.89288,
